,yields,ndvi,volumenImagen,volumenCalculado,areaCalculada,areaImagen,alturaImagen,alturaMedida,datosIafNdvi,meanRed,minRed,maxRed,minGreen,maxGreen,meanGreen,minBlue,maxBlue,meanBlue,maxHistIndexValue,maxHistRedIndexValue,maxHistGreenIndexValue,maxHistBlueIndexValue,varianceRed,varianceGreen,varianceBlue,criMean,criMax,criMin,cgreenviMean,cgreenviMax,cgreenviMin,cnirviMean,cnirviMax,cnirviMin,gndviMean,gndviMax,gndviMin,mcariOneMean,mcariOneMax,mcariOneMin,mtviOneMean,mtviOneMax,mtviOneMin,ngrdiMean,ngrdiMax,ngrdiMin,ndviMean,ndviMax,ndviMin,rviMean,rviMax,rviMin,nrviMean,nrviMax,nrviMin,tviMean,tviMax,tviMin,saviMean,saviMax,saviMin
mtviOneMean,0.07207597002249702,0.6625964802793286,-0.2522754079439929,-0.23301726961540806,-0.13549642488437957,-0.2647464622751492,-0.20465007902272853,-0.13959437478903675,-0.06578809302428495,0.759255027070226,0.8320914808907802,0.2670602611636199,0.2785951771690156,0.17828918317287365,0.2626333136430229,0.9453081110561741,0.4653562846587413,0.9657945362730623,0.6134808579614853,,0.3927482875216964,0.3927482875216964,-0.43478169293199687,-0.9194915668698587,-0.16200493860885323,-0.038354132823862255,-0.012175134042582516,0.695871979119629,-0.07331791834483836,0.07976262038395897,0.2693778659199611,0.3372380990442639,-0.8882856687986562,0.9068397517911428,0.5990333486062257,-0.2744499525169774,0.22386079773740558,1.0,0.6498087837873509,0.9542209990869127,1.0,0.6498087837873511,0.9542209990869127,-0.21135786608143842,-0.42773186845889827,0.2852566643502959,0.6625964802793287,0.259006973950903,0.4413588024103635,0.9313933086294935,0.03709495779786612,0.4289323433559449,0.9350471720453822,0.10753165863544527,0.44135880241036357,0.9353911707214925,0.11183984445723329,0.4432153524817027,0.9368736302562629,0.12032063514378032,0.45191261822557416
mtviOneMax,0.3118475014566397,0.40096097426974586,0.11210742010012727,0.08284177671002878,0.12739007887026302,0.053205137057885314,0.16379159643245217,0.11008567170781827,0.12300813164859425,0.4262677646140925,0.44990786242532865,0.2814503113410466,0.15952797161683643,0.32929202161753357,0.4179875795266558,0.5614678598599956,0.41436678692945283,0.5720390928443888,0.5174052986441832,,0.22617470412418975,0.22617470412418975,-0.21364983034180113,-0.4656839205471502,0.1563315063628235,0.06911987615227816,0.1319956216360037,0.36771899291850374,0.0005411242104007742,0.1790127299840081,0.14151399641710824,0.19808240010812525,-0.43290612881006385,0.5336712345283303,0.1423667291031862,-0.15397994686023866,-0.11361781401601011,0.6498087837873511,1.0,0.5633298664549455,0.6498087837873511,1.0,0.5633298664549451,0.15915738605302282,0.10100276721821733,0.16985470336775302,0.40096097426974575,0.2931586005583406,0.08664294153809367,0.5677188092238602,0.22733976054416982,0.08507711065423185,0.5557515354141368,0.2562777367742982,0.08664294153809371,0.5541859297450593,0.25771182200353593,0.08685606400923869,0.5566324034384992,0.2681540016331793,0.09362572661311112
mtviOneMin,-0.012793393574284558,0.636060902279519,-0.3572832150573482,-0.3694402422033824,-0.24625135444165913,-0.37875767987032555,-0.27001881432410735,-0.2711793600995911,-0.10767571225919649,0.6798359456896336,0.899050771098535,0.2216529677486432,0.308618449798426,0.13637258132699376,0.1718015428937439,0.989310911701097,0.38824173137253776,0.9112043056478587,0.5273465461794165,,0.30956272611529756,0.30956272611529756,-0.5484368742331915,-0.9579097287340522,-0.2543557594712477,-0.0399357141849975,-0.032401285211337096,0.7969189399789314,-0.04364190167620215,0.07274430333094721,0.3003152894333716,0.3198875129426275,-0.8626287085560324,0.9774611846608549,0.6167610331331949,-0.3056024544701619,0.2677791853152465,0.9542209990869127,0.5633298664549451,1.0,0.9542209990869127,0.5633298664549451,1.0,-0.24302571550310464,-0.4687456566049574,0.31606755534394565,0.6360609022795192,0.16216064856570414,0.48324185710733664,0.9216649453368373,-0.027166570335518402,0.46895159728360436,0.9238389939283835,0.028538887466858575,0.48324185710733664,0.9238946617613482,0.03205600355970227,0.4854293384461893,0.9252669436630544,0.04189884638147171,0.49399646458728785
ngrdiMean,-0.010825743665576261,-0.2825310265181469,0.11172140215045138,0.01843326521419448,0.03318767973750029,0.012891762442521309,0.22093368865909113,0.01669296577054175,0.12560294749716336,-0.23293082156212183,-0.21296842314009035,-0.009220461381026519,0.18890183207498643,0.1553992729000725,0.7740688108330167,-0.26778033184065747,-0.1402985320383809,-0.3260717705315028,-0.27622677968605674,,-0.07409642548024051,-0.07409642548024051,0.09826325913541883,0.2765557291358304,0.4350688192005671,0.06333210740527204,0.06684697784160464,-0.16362739530265022,-0.015679083874765982,-0.13796440648555355,0.1483273068693865,-0.10353773317392026,0.3060698109288845,-0.24045534762072684,-0.8898391250914306,-0.20054046980484164,-0.35526369648462996,-0.21135786608143842,0.15915738605302282,-0.24302571550310464,-0.21135786608143842,0.15915738605302282,-0.24302571550310464,1.0,0.5558689672107119,0.20982149678613712,-0.2825310265181469,-0.08566105413972315,-0.28378797691596147,-0.33920868120907904,0.04355243551398802,-0.27716125795492147,-0.344901216887461,0.01278391312586083,-0.28378797691596147,-0.34554384698209095,0.010951553757906837,-0.2845875162778702,-0.345121965490487,0.010923205389104202,-0.28666606164554215
ngrdiMax,0.3316497750984769,-0.39908827470947733,0.4578671475863922,0.41384069872321716,0.3407502942544933,0.351245761920236,0.5412772512011172,0.42863452269170765,0.5139266736907678,-0.26861733227768597,-0.48566563711669714,0.4258022480713774,-0.17191668547094052,0.5925975610862733,0.3981601644301782,-0.4719273032123371,0.15563845828728767,-0.4455730871036992,-0.2502568865389125,,-0.10547508790075037,-0.10547508790075037,0.4211168915078635,0.4913013069894806,0.6635988618729882,0.20586987705365228,0.5550822145759267,-0.4646114116648513,0.14931633178699036,0.480191863011058,-0.19082896724605333,-0.03492480994502947,0.6246725206812662,-0.4649927334196447,-0.6730020383739929,0.17425675594707346,-0.8531932016554271,-0.42773186845889827,0.10100276721821733,-0.4687456566049574,-0.42773186845889827,0.10100276721821733,-0.4687456566049574,0.5558689672107119,1.0,-0.1632016971956174,-0.3990882747094771,0.11504793358890197,-0.7533408055805516,-0.5156198771116083,0.2302179220256861,-0.7505306166945259,-0.5274008983006078,0.21750996455395502,-0.7533408055805516,-0.5286562142356539,0.21622693246196353,-0.7531932860456689,-0.5273849856484407,0.2132548581299925,-0.7548066519899322
ngrdiMin,-0.329089170059114,0.15208271097740006,-0.411634776747771,-0.44307018398638764,-0.38025648949255286,-0.42424394248383007,-0.3264706919540034,-0.3914589287679689,-0.20469891781790145,0.08210685404567823,0.3821967094770201,-0.14732626330230264,0.9946213678910973,-0.1219994396586912,0.19086390240371764,0.2929784314116114,-0.1586598532098347,0.20552350336812186,-0.0031505354053577438,,0.0528214331997956,0.0528214331997956,-0.4044862541214506,-0.303382849831354,-0.3011794048203754,0.08546096636897621,-0.20525326511685643,0.4147044549400259,0.05135541020420973,-0.20287353691504215,0.9860310514397098,0.13189461614391818,-0.3391373520678599,0.311884457109028,0.006264317393867538,-0.9967838439023682,0.184084633244274,0.2852566643502959,0.16985470336775302,0.31606755534394565,0.2852566643502959,0.16985470336775302,0.31606755534394565,0.20982149678613712,-0.1632016971956174,1.0,0.1520827109773998,-0.21739561904425644,0.3226864507532961,0.2821513700384231,-0.18309238511155887,0.33109200266894906,0.28745234021622873,-0.20138239682268239,0.32268645075329633,0.2878609959342723,-0.20209469483982864,0.3213306067225797,0.2871940705129729,-0.19769549938118583,0.32401630980861523
ndviMean,0.3620606360128911,1.0,0.006895830199920127,0.013709670178943662,0.014202399452911324,-0.03606869944521346,-0.016554601998096215,0.027960649215108376,0.2630070950222998,0.37160835647346885,0.5823263154413737,0.17142256809777212,0.15235409391466329,0.08905439184616887,-0.04274217685952452,0.637460567345957,0.2965970638137483,0.6077261461417035,0.3252766839977255,,0.06261554756762831,0.06261554756762831,-0.39935693097610514,-0.6334085932933231,-0.2267528885172519,0.04718216525150593,0.11801345851747086,0.5404721756746396,-1.7076327569102116e-05,0.11491248554859348,0.15580268810080217,0.22180217409750097,-0.5607216578908298,0.6239233306754224,0.5434964400618228,-0.14794545588769134,0.18768332216532665,0.6625964802793287,0.40096097426974575,0.6360609022795192,0.6625964802793287,0.40096097426974575,0.6360609022795192,-0.2825310265181469,-0.3990882747094771,0.1520827109773998,1.0,0.4650255050280572,0.29111427392027023,0.7093585696278103,-0.010211151247479905,0.28362482351092216,0.7084011629631506,0.02650949885449418,0.29111427392027034,0.7081511982134624,0.028888327879752557,0.29228486105623463,0.7083989756164202,0.03442821690257473,0.2982062881923905
ndviMax,0.5989404433032233,0.4650255050280572,0.4525477487903026,0.46960954936746235,0.3873989098844291,0.40559647656735665,0.35223464422633555,0.39295374051568027,0.3032806478347134,0.2679375221363084,-0.12623808856141727,0.35848396274633887,-0.22666192404612842,0.30966981357703255,0.1435034622601579,0.16359449921301375,0.4342879055502352,0.2719630691368219,0.177064041509091,,0.007610408429408505,0.007610408429408505,0.23347521771482047,-0.15852943539905107,0.38851432840542616,0.06521570539655087,0.33345675482892023,-0.23742393251257632,-0.007263882938026773,0.2710498001442799,-0.23123280598018403,0.1436884117895458,-0.07583832163343912,0.12372530793548572,0.132886252342719,0.2328966332372421,-0.23986998989869004,0.259006973950903,0.2931586005583406,0.16216064856570414,0.259006973950903,0.2931586005583406,0.16216064856570414,-0.08566105413972315,0.11504793358890197,-0.21739561904425644,0.4650255050280572,1.0,-0.17727101586610214,0.22051545768946687,0.6668091833025125,-0.1724885615639852,0.2063229094890054,0.7566763588636879,-0.1772710158661023,0.20464291967134238,0.7610234744288491,-0.17839068515345882,0.2071935896889591,0.7587682890633457,-0.1725052757118335
ndviMin,-0.42760269535921885,0.29111427392027023,-0.5812669496537491,-0.5289443141876267,-0.45073934442466196,-0.4780285167547488,-0.6171681788802067,-0.49416669652542206,-0.8326371215633988,0.2189848670506143,0.5295963419531533,-0.6332516726186792,0.32159301082729885,-0.6859883787979961,-0.18407770861023562,0.48078132281803415,-0.2149261272107476,0.4102060363807924,0.1528572591194847,,0.09332251850900196,0.09332251850900196,-0.4833175416609611,-0.46433771664596374,-0.6204147611710996,-0.1714085713104218,-0.7732709215959752,0.5358281559017001,-0.17384881712849723,-0.6595874071314697,0.33219902893241937,0.02606754871763814,-0.612989214421884,0.48905091505540477,0.46901935560823427,-0.3230429766695702,0.8671738796324095,0.4413588024103635,0.08664294153809367,0.48324185710733664,0.4413588024103635,0.08664294153809367,0.48324185710733664,-0.28378797691596147,-0.7533408055805516,0.3226864507532961,0.29111427392027023,-0.17727101586610214,1.0,0.5034485198595092,-0.1783103737895393,0.9967097788296104,0.5127095168619109,-0.1667125741256261,1.0,0.5136670924866188,-0.16571729265115348,0.9998979925238691,0.5125190519546691,-0.16069124461244,0.9999057486352002
rviMean,0.05172819034539679,0.7093585696278103,-0.2943967068506784,-0.2633984615076732,-0.15653614297486493,-0.2890844843089109,-0.25466153614691295,-0.15605925534133902,-0.09361851341075512,0.5056960440223351,0.8173065913240527,0.13545678180540557,0.281501215952461,0.06394614113435815,-0.020905505384845962,0.9124385396794391,0.2786577819825765,0.8429530096788259,0.4796864645642117,,0.18339115881573642,0.18339115881573642,-0.6053048645719185,-0.9178954710291287,-0.3335760076337026,0.01575698706800788,-0.0507592028034757,0.7664471988508158,-0.06342408876454522,0.07542285513543091,0.28710441663189695,0.3549298920435181,-0.8526925606417344,0.9024372984848122,0.7249030947657997,-0.27450216100723474,0.311861169284294,0.9313933086294935,0.5677188092238602,0.9216649453368373,0.9313933086294935,0.5677188092238602,0.9216649453368373,-0.33920868120907904,-0.5156198771116083,0.2821513700384231,0.7093585696278103,0.22051545768946687,0.5034485198595092,1.0,0.03780489460047346,0.49421737305498054,0.9987716896825849,0.09640094182204875,0.5034485198595092,0.998422710123242,0.09999336824248801,0.5046623422132879,0.9986809754131818,0.10833369985422305,0.5130849156183349
rviMax,0.2867300859733723,-0.010211151247479905,0.333996029243195,0.33744421952291237,0.3152461682544276,0.3301435748015395,0.23238876461358005,0.24865066914061065,0.054565791643491304,0.016870040998790758,-0.35028657991575984,0.14688467810271383,-0.18886388408588278,0.18092721822938135,0.09878134895286893,-0.012861852301600432,0.12230014001595287,0.020974772849789276,-0.0028756013207415936,,-0.02302111673612172,-0.02302111673612172,0.1797097871040429,-0.0015080672546672188,0.3742603750755439,0.060804441085592624,0.15115996441653834,-0.42285387299306154,-0.042737229926506484,0.15188865004428373,-0.19179245920139584,0.1168557470995809,0.04634219265189041,-0.02604691069615144,-0.0481692978695046,0.19325233834058125,-0.28795116763581274,0.03709495779786612,0.22733976054416982,-0.027166570335518402,0.03709495779786612,0.22733976054416982,-0.027166570335518402,0.04355243551398802,0.2302179220256861,-0.18309238511155887,-0.010211151247479905,0.6668091833025125,-0.1783103737895393,0.03780489460047346,1.0,-0.1647480512502582,0.02406901144244839,0.9789599960575307,-0.17831037378953937,0.022396466891231023,0.9764063775369483,-0.18115775933090064,0.02392277036405134,0.9776836333583298,-0.17669502447757593
rviMin,-0.4218055919619615,0.28362482351092216,-0.5642370649972699,-0.5191405191542624,-0.4445688716438504,-0.4668082966586397,-0.5990712485436032,-0.4910234298363677,-0.8383625302852834,0.2037171874188729,0.5160240171377393,-0.6428403023925096,0.33173716007423776,-0.6951629410809047,-0.18738698162496598,0.4669872241341473,-0.22636896189682368,0.3957250787124521,0.14978324295594467,,0.07516950883419554,0.07516950883419554,-0.47828394828375514,-0.45082332785397394,-0.6147275586668811,-0.1751947279515063,-0.7778824212979258,0.5251980384007242,-0.18238995148090634,-0.6694200230519499,0.3419617716387142,0.021889105931069703,-0.6016780716165256,0.4756812719679286,0.4590265576586871,-0.33245930237779225,0.8678668635777359,0.4289323433559449,0.08507711065423185,0.46895159728360436,0.4289323433559449,0.08507711065423185,0.46895159728360436,-0.27716125795492147,-0.7505306166945259,0.33109200266894906,0.28362482351092216,-0.1724885615639852,0.9967097788296104,0.49421737305498054,-0.1647480512502582,1.0,0.5025695109374597,-0.15538404681183102,0.9967097788296111,0.5034007488608635,-0.15453906226601796,0.9954596748828531,0.5023099447943868,-0.14938287905649372,0.9964178603100343
nrviMean,0.03983172384362826,0.7084011629631506,-0.3025055117003431,-0.2694156842395043,-0.16247163100607012,-0.29498211241576383,-0.26513442224396316,-0.16283359728286928,-0.10120654536029326,0.519275893770642,0.8230801479127362,0.1316880501856277,0.28665467099602204,0.057001369981619476,-0.01846298059558449,0.9138126183905095,0.27529146796181836,0.8509293322294788,0.48404229420668926,,0.200758504550008,0.200758504550008,-0.6058107442301147,-0.9252392604945111,-0.34291350470902693,0.004367992259828279,-0.06050127672479193,0.7682197150629029,-0.06671011997103253,0.06734932612631647,0.29182693472802856,0.3478077120529402,-0.864954830788618,0.901915058690731,0.731290592228386,-0.2801103265883587,0.3232283673341086,0.9350471720453822,0.5557515354141368,0.9238389939283835,0.9350471720453822,0.5557515354141368,0.9238389939283835,-0.344901216887461,-0.5274008983006078,0.28745234021622873,0.7084011629631506,0.2063229094890054,0.5127095168619109,0.9987716896825849,0.02406901144244839,0.5025695109374597,1.0,0.0818315097895188,0.5127095168619111,0.9999778555173828,0.08540032641491777,0.5140847129173806,0.9999836260144946,0.09354390112384993,0.5223207169532672
nrviMax,0.3171732869123039,0.02650949885449418,0.33778563910781834,0.35590456063577186,0.333192400685481,0.33882084133921997,0.2339060454153531,0.2777761557821605,0.05210176978126158,0.09465690615080265,-0.3140358864342516,0.20087327007015354,-0.2093125794903245,0.21429789881068198,0.12510751403751919,0.04021294459469039,0.20259183714708107,0.09847889529147812,0.04417302111052792,,-0.0052574301041132965,-0.0052574301041132965,0.20669285306771398,-0.05181370105215031,0.4005755794469366,0.05287338618371941,0.17848120040753063,-0.40358926557996794,-0.0525777903737407,0.17673377500737056,-0.21331169845498762,0.14098683406713688,-0.0005630956471847212,0.018671545546664538,-0.00024023255516003307,0.21484539017347806,-0.2776102228928668,0.10753165863544527,0.2562777367742982,0.028538887466858575,0.10753165863544527,0.2562777367742982,0.028538887466858575,0.01278391312586083,0.21750996455395502,-0.20138239682268239,0.02650949885449418,0.7566763588636879,-0.1667125741256261,0.09640094182204875,0.9789599960575307,-0.15538404681183102,0.0818315097895188,1.0,-0.1667125741256257,0.08006947471480118,0.9999244897592987,-0.16919974668368673,0.08199188900365777,0.9997416075882812,-0.16412861178977323
nrviMin,-0.42760269535921896,0.29111427392027034,-0.581266949653749,-0.5289443141876268,-0.4507393444246623,-0.47802851675474894,-0.6171681788802069,-0.4941666965254225,-0.8326371215633984,0.21898486705061443,0.5295963419531535,-0.6332516726186792,0.3215930108272991,-0.6859883787979961,-0.18407770861023548,0.4807813228180346,-0.2149261272107478,0.41020603638079206,0.1528572591194847,,0.09332251850900193,0.09332251850900193,-0.4833175416609613,-0.46433771664596374,-0.6204147611710998,-0.17140857131042192,-0.7732709215959758,0.5358281559017003,-0.17384881712849726,-0.65958740713147,0.3321990289324196,0.026067548717638136,-0.6129892144218841,0.4890509150554047,0.4690193556082343,-0.32304297666957044,0.8671738796324095,0.44135880241036357,0.08664294153809371,0.48324185710733664,0.44135880241036357,0.08664294153809371,0.48324185710733664,-0.28378797691596147,-0.7533408055805516,0.32268645075329633,0.29111427392027034,-0.1772710158661023,1.0,0.5034485198595092,-0.17831037378953937,0.9967097788296111,0.5127095168619111,-0.1667125741256257,1.0,0.5136670924866189,-0.16571729265115337,0.9998979925238692,0.5125190519546693,-0.16069124461243994,0.9999057486352004
tviMean,0.03863310878902608,0.7081511982134624,-0.3032903329326558,-0.2698861567402533,-0.16306070639934897,-0.29554429775016655,-0.2661847170234165,-0.16330824329223478,-0.10204378988704887,0.521071030759523,0.8234855786945905,0.13132060737512902,0.2870343538745848,0.05622516058154067,-0.01798107248315025,0.9137310542123626,0.2750652503570908,0.8518733208737262,0.48468243577934383,,0.20303076073035004,0.20303076073035004,-0.605320788125474,-0.9259352065971673,-0.34370343005313564,0.002650960934514496,-0.06164903189361441,0.7680552610629785,-0.06724540520881161,0.06637064364946398,0.2921426488149089,0.34658907870316763,-0.8663210510316449,0.9015468117689368,0.7319658825184993,-0.2805512855514249,0.3245017447858727,0.9353911707214925,0.5541859297450593,0.9238946617613482,0.9353911707214925,0.5541859297450593,0.9238946617613482,-0.34554384698209095,-0.5286562142356539,0.2878609959342723,0.7081511982134624,0.20464291967134238,0.5136670924866188,0.998422710123242,0.022396466891231023,0.5034007488608635,0.9999778555173828,0.08006947471480118,0.5136670924866189,1.0,0.08363582978939887,0.5150648053842947,0.9999714371626417,0.09174989335172093,0.5232732939535428
tviMax,0.31852217134326777,0.028888327879752557,0.3375905803728241,0.3565416389772158,0.3339801378442438,0.3389507310162681,0.2336149001238408,0.27904041924876993,0.0519521809091145,0.09935595770152342,-0.3112019568344894,0.20386900561230428,-0.21015341526067471,0.21604669879762073,0.1266442264138118,0.04356830500044275,0.20693097262009982,0.10320249978541955,0.04704059444948745,,-0.003983940658950764,-0.003983940658950764,0.20769321064343466,-0.05511710087004365,0.40154834547108886,0.052623572713061284,0.17986205139371927,-0.40170736137299795,-0.05286149826479065,0.17797596095192103,-0.21422177717710908,0.1425240053597271,-0.0037529086235971636,0.02154837907476538,0.0027064499541759966,0.21575701619269796,-0.2766350908862677,0.11183984445723329,0.25771182200353593,0.03205600355970227,0.11183984445723329,0.25771182200353593,0.03205600355970227,0.010951553757906837,0.21622693246196353,-0.20209469483982864,0.028888327879752557,0.7610234744288491,-0.16571729265115348,0.09999336824248801,0.9764063775369483,-0.15453906226601796,0.08540032641491777,0.9999244897592987,-0.16571729265115337,0.08363582978939887,1.0,-0.16817988621088678,0.08557930279670685,0.9997230177131705,-0.16307616271687103
tviMin,-0.42835457566650903,0.29228486105623463,-0.5839900955723769,-0.5304506374227589,-0.45162333091710993,-0.47991447272179233,-0.619832373957798,-0.4943182834610017,-0.8309694929597647,0.22147170355523355,0.5317749133529981,-0.6309894408122552,0.31993952881289345,-0.683743890449192,-0.18326004110914598,0.4828132564998623,-0.2128554200558825,0.4124214373771194,0.15330035722227453,,0.09669301125159974,0.09669301125159974,-0.4840736934672317,-0.4663542346957479,-0.621131744180303,-0.17083909066405137,-0.7717533652376303,0.5375349887231222,-0.17237462920093635,-0.657250645528697,0.33054444462000204,0.02663411975303058,-0.6145518398696067,0.4910024627475033,0.4703227244501218,-0.32153239894042107,0.8663985716896189,0.4432153524817027,0.08685606400923869,0.4854293384461893,0.4432153524817027,0.08685606400923869,0.4854293384461893,-0.2845875162778702,-0.7531932860456689,0.3213306067225797,0.29228486105623463,-0.17839068515345882,0.9998979925238691,0.5046623422132879,-0.18115775933090064,0.9954596748828531,0.5140847129173806,-0.16919974668368673,0.9998979925238692,0.5150648053842947,-0.16817988621088678,1.0,0.5139066038343368,-0.163177072261677,0.9998359070766026
saviMean,0.04001220609591486,0.7083989756164202,-0.3023892090922522,-0.2692785744010794,-0.16248310391250653,-0.29490894140247953,-0.265086600940816,-0.16287780793230952,-0.10115072270475532,0.524095061101757,0.8241885475701966,0.13396456631702183,0.286348530074462,0.05857571556617201,-0.015548581516137675,0.9153362976781733,0.2786779379726304,0.8538859506223003,0.48668780028355524,,0.20426509225070966,0.20426509225070966,-0.6035633193844164,-0.9262880301013269,-0.34122454992026086,0.0034419179908572305,-0.05997100385991245,0.7678415182812451,-0.06690931282918115,0.06778454340629277,0.29138231319097346,0.3481118294570271,-0.8664986201028566,0.9029697992894228,0.7313742557872094,-0.2798194769292024,0.32264525387053244,0.9368736302562629,0.5566324034384992,0.9252669436630544,0.9368736302562629,0.5566324034384992,0.9252669436630544,-0.345121965490487,-0.5273849856484407,0.2871940705129729,0.7083989756164202,0.2071935896889591,0.5125190519546691,0.9986809754131818,0.02392277036405134,0.5023099447943868,0.9999836260144946,0.08199188900365777,0.5125190519546693,0.9999714371626417,0.08557930279670685,0.5139066038343368,1.0,0.09372803998765158,0.5221566912946498
saviMax,0.31771202505660423,0.03442821690257473,0.3325664170632646,0.3497183557041292,0.3281294164124043,0.3315191437182266,0.23301548481769635,0.2752115290680974,0.050676905955635496,0.10340535460870587,-0.30000181129586906,0.20389557461232793,-0.20575316347601663,0.2175878063593707,0.12847568059981948,0.054065225114890536,0.21026856892057463,0.11042882841836456,0.053818036021227186,,-0.0034305324947954442,-0.0034305324947954442,0.198311983808691,-0.06336927991129918,0.39833204533093713,0.050758134599674896,0.17822579463339835,-0.39040265551265846,-0.05501040888486943,0.1787103581046342,-0.20990948153847994,0.14231241244726656,-0.010068764449729975,0.03258448384192873,0.006662932261488412,0.21136017412886685,-0.2745460456351363,0.12032063514378032,0.2681540016331793,0.04189884638147171,0.12032063514378032,0.2681540016331793,0.04189884638147171,0.010923205389104202,0.2132548581299925,-0.19769549938118583,0.03442821690257473,0.7587682890633457,-0.16069124461244,0.10833369985422305,0.9776836333583298,-0.14938287905649372,0.09354390112384993,0.9997416075882812,-0.16069124461243994,0.09174989335172093,0.9997230177131705,-0.163177072261677,0.09372803998765158,1.0,-0.15799487286229283
saviMin,-0.4246007395557137,0.2982062881923905,-0.5821375567777279,-0.5299052987866082,-0.45010997660495344,-0.4795168211711985,-0.6170848964181059,-0.49411943868561076,-0.8285343356522389,0.22785823669162034,0.5384340321911576,-0.6243365545500177,0.3228678525649784,-0.6782868951989022,-0.1810602810027028,0.49159789571954976,-0.20691697927781683,0.42073160465595844,0.15943561038776338,,0.0979479792826855,0.0979479792826855,-0.48700661566630754,-0.4749525864791218,-0.619639791034284,-0.17012473183474047,-0.7671125334136524,0.542912455707183,-0.1727663085747296,-0.6525701282007486,0.3333481659734254,0.03163799589938431,-0.6209594358003311,0.4995736330336065,0.475507535729063,-0.32423023798813433,0.8645227975875674,0.45191261822557416,0.09362572661311112,0.49399646458728785,0.45191261822557416,0.09362572661311112,0.49399646458728785,-0.28666606164554215,-0.7548066519899322,0.32401630980861523,0.2982062881923905,-0.1725052757118335,0.9999057486352002,0.5130849156183349,-0.17669502447757593,0.9964178603100343,0.5223207169532672,-0.16412861178977323,0.9999057486352004,0.5232732939535428,-0.16307616271687103,0.9998359070766026,0.5221566912946498,-0.15799487286229283,1.0
